society_id,society_name,region,lat,lon,focal_year,EA030_code,EA030_label,comment,references
Ci10,Armenians,,40,45,1900,7,Villages/towns,,haxthausen1854; karst190707; klidschian1911; kohler1906
Ci11,Kurd,,32,44,1940,3,Semisedentary,,barth1953; hansen1961; leach1938; longrigg1953; masters1953
Ci12,Abkhaz,,43,41,1880,5,Dispersed homesteads,,byhan1926; dzhanashvili1894; lotz1956; luzbetak1951
Ci2,Khevsur,,43,45,1930,7,Villages/towns,,grigolia1939
Ci3,Kumyk,,42,48,1900,7,Villages/towns,,gadzhieva1958
Ci4,Cherkess,,44,42,1920,6,Hamlets,,castagne1929; ladysenskij1929
Ci5,Turks,,38,30,1950,7,Villages/towns,,hanson1955; lerner1958; makal1954; pierce1964; stirling1953; stirling1963; stirling1965; yasa1957
Ci6,Ossetians,,43,44,1880,7,Villages/towns,,kovalevsky1888; kovalevsky1893; nioradze1923
Ci7,Chechen,,43,46,1900,7,Villages/towns,,lotz1956; plaetschke1929
Ci8,Georgians,,42,45,1850,7,Villages/towns,,abasadse1894; allen1932; haxthausen1854
Ci9,Svan,,43,43,1910,7,Villages/towns,,grigolia1939
Cj1,Syrians,,36,36,1950,7,Villages/towns,,sweet1960
Cj10,Madan,,31,47,1950,7,Villages/towns,,salim1962; thesiger1964
Cj2,Rwala,,33,37,1920,1,Nomadic,,ashkenazi1948; musil1928; raswan1947
Cj3,Hebrews,,32,35,-800,7,Villages/towns,,balyn1957; bright1959; dalman1932; devaux1961; forbes1964; holybiblend; noth1966; patai1961
Cj4,Babylonians,,32,45,-2000,7,Villages/towns,,contenau1954; delaporte1925; driverandmiles195255; gadd1965; saggs1962; saggs1965; thompson1923
Cj5,Mutair,,28,47,1930,1,Nomadic,,dickson1949
Cj6,Jordanians,,32,36,1950,7,Villages/towns,,granqvist193135; harris1958
Cj7,Lebanese,,34,36,1950,7,Villages/towns,,davies1949; gulick1953; gulick1955; gulick1956; patai1956; prothro1961; tannous1949; touma1958
Cj8,Druze,,32.77,35.03,1930,7,Villages/towns,,kasdan1961; kasdan1965
Cj9,Yemeni,,15,45,1950,7,Villages/towns,,hazard1956
Ea1,Sindhi,,25,68,1950,7,Villages/towns,,bordiend; wilber1964
Ea10,Marri,,30,69,1950,2,Seminomadic,,pehrson1966
Ea11,Ghilzai,,33,68,1950,7,Villages/towns,,broadfoot1885; wilber1962
Ea12,Qashqui,,30,52,1940,1,Nomadic,,garrod1946a; garrod1946b
Ea13,Punjabi,,32,73,1950,8,Complex permanent,,callardandwheeler1963; dass1954; eglar1957; eglar1960; honigmann1957; honigmann1958; kennedy1957; palmer1961; symonds1950; wilbur1964
Ea2,Yusufzai,,35,72,1950,7,Villages/towns,,barth1956a; barth1959; honigmann1953
Ea3,Hazara,,35,66,1930,3,Semisedentary,,bacon1958; hudsonandbeacon1941; schurmann1962; wilber1956
Ea4,Kohistani,,35,73,1950,3,Semisedentary,,barth1956b
Ea5,Nuristani,,36,71,1890,7,Villages/towns,,robertson1896; wilber1956
Ea6,Basseri,,30,34,1958,1,Nomadic,,barth1961; barth1964
Ea7,Moghol,,34,63,1950,6,Hamlets,,schurmann1962
Ea8,Bakhtiari,,33,48,1920,1,Nomadic,,feilberg1952; wilson1926
Ea9,Iranians,,36,52,1950,7,Villages/towns,,vreeland1957
Eb1,Kazakh,,48,70,1910,2,Seminomadic,,castagn1930; grodekov1889; hudson1938; murdock1934b:135-162; radloff1893; sedelnikov1903
Eb2,Tu,,39,100,1920,6,Hamlets,,krader1963; schram1954
Eb3,Khalka,,46,97,1940,2,Seminomadic,,ballis1956; friters1949; maiskii1921; rupen1956; vreeland1954
Eb4,Dagur,,49,125,1940,NA,Missing data,,
Eb5,Turkmen,,38,62,1910,7,Villages/towns,,freikin1954; odonovan1882
Eb6,Buryat,,52,107,1900,NA,Missing data,,
Eb7,Chahar,,41,115,1930,3,Semisedentary,,krader1954b; vreeland1954
Eb8,Uzbek,,43,60,1800,NA,Missing data,,
Ec1,Nivkh,,53,142,1920,2,Seminomadic,,chard1961; hawes1903; ivanovetal1964; schrenck1881; seeland1882; shternberg1933a
Ec10,Ob Ostyak,,62,74,1880,2,Seminomadic,,ahlqvist1885; harva193940; rabot1889; steinitz1938
Ec11,Selkup,,59,90,1900,2,Seminomadic,,donner1932; donner1954
Ec2,Yakut,,65,125,1900,2,Seminomadic,,chodzidlo1951; gayton1948b; jochelson1933; priklonskii1953; sumner1901
Ec3,Chukchi,,66,177,1900,1,Nomadic,,bogoras1901a; bogoras1901b; krenova1936; orlovshii1928; sverdrup1938
Ec4,Yurak-Samoyeds,,68,75,1900,1,Nomadic,,castren1853; donner1954; englehardt1899; hajdu1963; islavin1847; jackson1895a; jackson1895b; kopytoff1955; rae1875
Ec5,Koryak,,61.99,164.24,1900,3,Semisedentary,,bergman1927; czaplieka1914; jochelson190508
Ec6,Yukaghir,,70,145,1850,2,Seminomadic,,jochelson191926
Ec7,Ainu,,44,144,1900,3,Semisedentary,,batchelor1895; batchelor1927; cornell1964; hilger1971; munro1962; murdock1934j; sugiuraandbefu1962; sutherland1948; watanabe1964b
Ec8,Ket,,62,90,1900,2,Seminomadic,,shimkin1939
Ec9,Nanai,,47,132,1920,7,Villages/towns,,lattimore1933
Ed1,Koreans,,38.134147,126.960754,1950,7,Villages/towns,,dallet1874; hewesandkim1952; heydrich1931; kang1931; osgood1951; rutt1964
Ed10,Shantung,,37,118,1930,7,Villages/towns,,yang1945
Ed13,Ishigakians,,24.46,124.14,1940,NA,Missing data,,
Ed14,Man,,22,105,NA,NA,Missing data,,
Ed15a,Miyakans,,24.79,125.32,1950,NA,Missing data,,
Ed15b,Chekiang,,31,120,1936,7,Villages/towns,,chien1967; fei1946; fried1953; lang1946; linebargeretal1956; smith1970
Ed16,Cantonese,,23,113,1940,NA,Missing data,,
Ed2,Lolo,,29,103,1940,7,Villages/towns,,dollone1912; lebaretal1964:19-27; lin1961; litard1913; pollard1921; tseng1945
Ed3,Manchu,,45,126,1920,7,Villages/towns,,shirokogoroff1924
Ed4,Miao,,26,107,1940,6,Hamlets,,mark1967; ruey1960
Ed5,Japanese,,35,136,1950,8,Complex permanent,,beardsleyetal1959; brownnd; buckandmasland1950:591-710; devos1965; devosandwagatsuma1967; norbeck1954; smithandcornell1956
Ed6,Min Chinese,,24,115,1920,7,Villages/towns,,kulp1925
Ed7,Okinawans,,26.16,127.8,1950,7,Villages/towns,,glacken1955; maetzkiandmaetzki1963; maretzki1957; pittsetal1955
Ed8,Minchia,,26,100,1930,7,Villages/towns,,fitzgerald1941
Ed9,Li,,19,109,1930,7,Villages/towns,,lebaretal1964; odaka1950; strubel1937
Ee1,Adi,,28,95,1940,7,Villages/towns,,duffsutherlanddunbar1915; roy1960
Ee2,Burusho,,37,75,1930,7,Villages/towns,,clark1963; lorimer1935; lorimer1938; lorimer1939; rodale1948; tobe1960
Ee3,Lepcha,,28,89,1930,5,Dispersed homesteads,,dasandbanerjee1962; gorer1938; morris1938
Ee4,Central Tibetans,,30,91,1920,7,Villages/towns,,bell1924; bell1928; benedict1942; cammann1951; carrasco1959; das1902; ekvall1961; ekvall1964; kawaguchi1909; ma1947; macdonald1929; psybikov1919; rockhill1895; shenandliu1953; waddell1939
Ee5,Shina,,35,73,1870,3,Semisedentary,,biddulph1880; leitner1873
Ee6,Sherpa,,28,87,1950,3,Semisedentary,,furerhaimendorf1964
Ee7,Kachari,,27,90,1840,NA,Missing data,,
Ee8,Magar,,28,84,1950,6,Hamlets,,hitchcock1966
Ef1,Santal,,24,87,1940,7,Villages/towns,,culshaw1949; das1967; dattamajumder1956; mukherjea1943
Ef10,Bihari,,25,86,1880,NA,Missing data,,
Ef11,Uttar Pradesh,,26,83,1945,8,Complex permanent,,cohn1958; cohnnd; dube1956; luschinsky1963; luschinsky1971; opler1956; oplerandsingh1952; oplerandsingh1954; pandey1972; rowe1960
Ef2,Bengali,,23,88,1940,7,Villages/towns,,karve1953; mukherjee1949; nicholas1962; nicholas1964; sarma1951
Ef3,Indo-Iranian,,30,75,-800,NA,Missing data,,
Ef4,Ho,,22,85,1920,NA,Missing data,,
Ef5,Bhil,,22,74,1900,5,Dispersed homesteads,,boseandray1953; hendley1875; koppers1948; naik1956
Ef6,Kurukh,,23,85,1940,7,Villages/towns,,roy1915; roy1951
Ef7,Pahari,,30,78,1950,7,Villages/towns,,berreman1962a; berreman1962b; berreman1963
Ef8,Kashmiri,,34,75,1950,7,Villages/towns,,crane1955; lawrence1895; madan1965
Ef9,Gujarati,,20,77,1136,7,Villages/towns,,karve194243; mukhtyar1930
Eg1,Chenchu,,16,79,1940,3,Semisedentary,,furerhaimendorf1943b
Eg10,Telugu,,18,79,1950,7,Villages/towns,,dube1955; guha1931; karve1953
Eg11,Koya,,19,78,1960,NA,Missing data,,
Eg12,Khond,,18,82,1940,NA,Missing data,,
Eg13,Muria Gond,,20,81,1941,7,Villages/towns,,elwin1957
Eg14,Reddi,,18,82,1940,7,Villages/towns,,furerhaimendorf1945
Eg2,Tamil,,11,79,1880,7,Villages/towns,,goughaberle1955; goughaberlend
Eg3,Madia,,19,81,1938,7,Villages/towns,,grigson1938
Eg4,Toda,,12,77,1900,3,Semisedentary,,emeneau1941; fox1963; marshall1873; murdock1934b:107-154; peter1955; rivers1906
Eg5,Kodavas,,12,76,1930,6,Hamlets,,emeneau1939; srinivas1952
Eg6,Kerala,,11,76,1799,5,Dispersed homesteads,,gough1961; schneiderandgough1961:385-442
Eg7,Hill Bhuiya,,21,85,1930,4,Impermanent,,roy1935
Eg8,Kol,,22,85,1940,7,Villages/towns,,griffiths1946
Eg9,Baiga,,22,81,1930,4,Impermanent,,elwin1939
Eh1,Andamanese,,12,93,1870,2,Seminomadic,,man1882; radcliffebrown1922
Eh10,Betsileo,,-22,47,NA,NA,Missing data,,
Eh2,Merina,,-19,46,1900,7,Villages/towns,,grandidierandgrandidier190828; sibree1880
Eh3,Tanala,,-22,47,1930,7,Villages/towns,,kardiner1939; linton1933; linton1939b; murdock1959
Eh4,Vedda,,8,81,1900,2,Seminomadic,,bailey1863; ryanetal194950; seligmannandseligmann1911; spittel1945
Eh5,Nicobarese,,9.17,92.77,1890,6,Hamlets,,man1888; man1932; svoboda189293; whitehead1924
Eh6,Sinhalese,,7,80,1950,7,Villages/towns,,ariyapala1956; codrington1926; doyly1929; hayley1923; leach1959; leach1960; leach1963; murphey1957; pieris1956; ryan1953a; ryan1953b; ryan1958; singer1964; tambiah1958; yalman1960; yalman1962
Eh7,Antandroy,,-25,46,1900,3,Semisedentary,"But McLeod reports 'separated hamlets' (code ""7"")",decary193033; mcleod1964; rajohnson1908
Eh8,Sakalava,,-21,43.93,1900,6,Hamlets,,faublee1946; kurze188689; mcleod1964
Eh9,Antaisaka,,-22.9,47.75,1930,7,Villages/towns,,deschamps1936
Ei1,Garo,,26,91,1900,7,Villages/towns,,burling1963; playfair1909
Ei10,Chakma,,23,92,1870,7,Villages/towns,,bessaignet1958; levistrauss1952; lewin1869
Ei11,Aimol,,25,94,1910,7,Villages/towns,,bose1936; needham1960; shakespear1912
Ei12,Thado,,25,94,1910,7,Villages/towns,,shakespear1912; shaw1929
Ei13,Angami,,26,94,1910,7,Villages/towns,,hutton1921a
Ei14,Ao,,27,94,1920,7,Villages/towns,,mills1926; smith1925b
Ei15,Rengma,,26,94,1930,NA,Missing data,,
Ei16,Sema,,26,95,1910,7,Villages/towns,,hutton1921b
Ei17,Karbi,,26,94,1900,NA,Missing data,,
Ei18,Palaung,,23,97,1920,7,Villages/towns,,lowis1906; milne1924
Ei19,Chin,,22,94,1940,7,Villages/towns,,bernotandbernot1958; careyandtuck1896; lehman1963; stevenson1943
Ei2,Lhota,,27,94,1920,7,Villages/towns,,mills1922
Ei20,Kuki,,23,92,1940,NA,Missing data,,
Ei3,Burmese,,20,95,1950,7,Villages/towns,,brohm1963; lebaretal1964:38-44; nash1963; nash1965; scott1882; somitandwelsh1956; trager1956
Ei4,Maras,,22,93,1930,7,Villages/towns,,parry1932
Ei5,Kachin,,26,97,1940,7,Villages/towns,,leach1945; leach1954; leach1967
Ei6,Purum,,25,94,1930,7,Villages/towns,,das1945; needham1958
Ei7,Karen,,17.12,97.19,1910,7,Villages/towns,,marshall1922; mcmahon1876
Ei8,Khasi,,26,92,1900,7,Villages/towns,,becker1909; chattopadhyay1941; guha1931; gurden1904; gurdon1907; mccormack1964; mccormack1967
Ei9,Mogh,,20.49,92.64,1880,7,Villages/towns,,bessaignet1958; levistrauss1952
Ej1,Lamet,,20,101,1940,7,Villages/towns,,izikowitz1951
Ej10,Rade,,13,108,1950,6,Hamlets,,donoghue1972; donoghueetal1962; lebaretal1964:251-255; sabatier1940
Ej11,Cham,,11,108,1950,6,Hamlets,,lafont1964
Ej12,Lawa,,18,98,1960,7,Villages/towns,,kunstadter1965; kunstadter1966; lebaretal1964
Ej13,Muong,,21,105,1940,5,Dispersed homesteads,,cusinier1946; lebaretal1964
Ej14,Senoi,,4,102,1960,4,Impermanent,,dentan1967
Ej15,Ancient Khmer,,13,104,1292,7,Villages/towns,,briggs1951; groslier1956; pelliot1951
Ej16,Negri Sembilan,,2.58,102.25,1958,5,Dispersed homesteads,,gulick1958; lewis1962a; parmer1959; swift1965; wilkinson1911
Ej2,Mnong Gar,,12,107,1940,4,Impermanent,,condominas1957; condominas1960
Ej3,Semang,,5,101,1920,1,Nomadic,,evans1937; lebaretal1964:181-186; murdock1934b:85-106; schebesta1927; schebesta1954
Ej4,Annamese,,17,107,1950,7,Villages/towns,,cadire1953; coughlin1950; coughlin1965; donoghue1964; gourou1936; gourou1954; gourou1955; hickey1964; langrand1945; lintonnd; vankhoan1930
Ej5,Khmer,,12,105,1950,7,Villages/towns,,aymonier190004; briggs1951; chou1902; coedes1968; delbert1961; ebihara1964; groslier1956; poreandmaspero1938; poreemaspero1958; steinberg1957
Ej6,Moken,,11.78,98.28,1920,1,Nomadic,"The bands are marine in character, i.e., consisting of a group of families each occupying a boat",carrapiett1909; white1922
Ej7,Akha,,21,100,1950,4,Impermanent,,bernatzik1947
Ej8,Malays,,5,103,1940,7,Villages/towns,,firth1943; firth1946; fraser1960; fraser1966; ginsburgandroberts1958; hebererandlehman1950; lehmann1934; wilkinson1920
Ej9,Thai,,15,100,1940,7,Villages/towns,,anumanrajadhon1961; benedict1943; bush1964; hanks1963; hanksandhanks1961; hauck1958; insor1963; janlekha1955; phillips1965; sharpandhanks1978; sharpetal1954
Ia1,Atayal,,24,121,1930,7,Villages/towns,,ferrell1969; mabuchi1960; okada1949; ruey1955; rueynd
Ia10,Bunun,,24,121,1930,5,Dispersed homesteads,,chiu1962; mabuchi1952; mabuchi1960
Ia11,Puyuma,,23,121,1930,7,Villages/towns,,mabuchi1960
Ia12,Sugbuanon,,10.2,123.65,1950,7,Villages/towns,,hart1965; hartnd; quijano1937; svelmoe1954
Ia13,Badjau Tawi-Tawi,,5.09,119.97,1960,1,Nomadic,Nomadic boat communities,nimmo1964; nimmo1965; nimmo1968; nimmo1969; nimmo1970
Ia14,Tao,,22.05,121.55,1930,7,Villages/towns,,kaneandsegawa1956; mabuchi1960; weiandliu1962
Ia15,Manobo,,8,126,1920,5,Dispersed homesteads,,garvan1931
Ia16,Kalinga,,18,121,1910,6,Hamlets,,barton1949; dozier1966a; dozier1967
Ia17,Bilaan,,6,125,1910,NA,Missing data,,
Ia18,Bisayan,,10,123,1950,NA,Missing data,,
Ia2,Sagada,,17,121,1950,7,Villages/towns,,bacdayan1962; eggan1960
Ia3,Ifugao,,17,121,1920,6,Hamlets,,barton1919; barton1922; barton1930; barton1938; barton1946
Ia4,Subanun,,8,123,1950,5,Dispersed homesteads,But houses are moved every few years,christie1909; frake1955; frake1960
Ia5,Hanunoo,,13,121,1950,6,Hamlets,,conklin1954; conklin1955; conklin1957
Ia6,Paiwan,,22.44,120.77,1930,7,Villages/towns,,mabuchi1960; okada1960; shih1964
Ia7,Tagbanua,,10,119,1950,7,Villages/towns,,fox1954
Ia8,Bontok,,17,121,1900,7,Villages/towns,,jenks1905; keesing1949
Ia9,Ami,,22.7,121.05,1930,7,Villages/towns,,mabuchi1960; wei1961
Ib1,Iban,,2,112,1950,7,Villages/towns,,freeman1955a; freeman1955b; freeman1957; freeman1958a; freeman1958b; gomes1911; howell190810; robertsandkaplan1956; roth1892; sandin1968
Ib2,Javanese,,-7,110,1950,8,Complex permanent,,dewey1962; geertz1960; geertz1961; geertz1963; geertz1965; grant1964; jay1963; jay1969; kahin1963; koentjaraningrat1960; koentjaraningrat1961; koentjaraningrat1967
Ib3,Balinese,,-8.18,115.02,1950,7,Villages/towns,,belo1936; belo1970; covarrubias1937; frankenetal1960; geertz1959a; geertz1959b; geertz1963; geertz1967; geertzandgeertz1959; grant1964; kahin1963; meadandmacgregor1951
Ib4,Toba Batak,,2,99,1930,7,Villages/towns,,bartlett1929; bruner1959; loeb1933a; warneck1901
Ib5,Kadazan-Dusun,,6,117,1920,7,Villages/towns,,evans1922; rutter1929; williams1965; williamsnd
Ib6,Minangkabau,,-1,101,1920,7,Villages/towns,,bachtiar1967; josselindejong1952; loeb1934; willinck1915
Ib7,Mentaweians,,-2.93,100.23,1920,7,Villages/towns,,kruyt1923; loeb1928; wallace1951
Ib8,Anak Dalam,,-3,103,1900,1,Nomadic,,hagen1908; schebesta1928
Ib9,Punan,,3,115,1950,NA,Missing data,,
Ic1,Macassarese,,-5.31,119.69,1940,5,Dispersed homesteads,,chabot1950
Ic10,Tobelorese,,1,128,1910,7,Villages/towns,,hueting1921; riedel1885
Ic11,Ambonese,,-3.71,128.18,1950,7,Villages/towns,,cooley1962a; cooley1962b
Ic12,Sumbawanese,,-8.63,117.27,1951,3,Semisedentary,,goethals1967
Ic13,Kodi,,-9.66,119.07,1950,NA,Missing data,,
Ic2,Alorese,,-8.22,124.26,1940,8,Complex permanent,,dubois1940; dubois1941; dubois1944; dubois1945
Ic3,Belu,,-9,126,1950,6,Hamlets,,vroklage1952
Ic4,Rotinese,,-10.71,123.18,1920,NA,Missing data,,
Ic5,Toradja,,-2,121,1910,7,Villages/towns,,adrianiandkruijt1912; downs1956; drabbe1940
Ic6,Tanimbarese,,-8.19,130.96,1930,7,Villages/towns,,drabbe1940
Ic7,Ili-Mandiri,,-8.33,122.85,1920,7,Villages/towns,,vatter1932
Ic8,Kei,,-5.58,133.07,1890,7,Villages/towns,,pleyte1893
Ic9,Sumbanese,,-10,120,1930,8,Complex permanent,,nooteboom1940
Id1,Northern Aranda,,-24,134,1900,1,Nomadic,,murdock1934b:20-47; spencerandgillen1927; strehlow190711
Id10,Walbiri,,-22,132,1930,1,Nomadic,,meggitt1962a
Id11,Gidjingali,,-12.29,134.32,1950,1,Nomadic,,hiatt1965
Id12,Yir Yoront,,-15,142,1930,1,Nomadic,,sharp1934
Id13,Anindilyagwa,,-13.99,136.6,1930,1,Nomadic,,rose1960
Id2,"Yolngu, Dhuwal",,-12.48,135.96,1930,1,Nomadic,,berndt1955; elkin1950; warner1937
Id3,Tiwi,,-11.56,130.81,1920,1,Nomadic,,basedow1913; goodale1959; goodale1960; goodale1962; goodale1971; hartandpilling1960; mountford1958; pilling1957
Id4,Diyari,,-28,138,1900,1,Nomadic,,berndt1953; elkin1940a; gason1874; howitt1891; howitt1904
Id5,Kariyarra,,-21,118,1910,1,Nomadic,,radcliffebrown1913; radcliffebrown1930; romneyandepling1958
Id6,Wikmunkan,,-14,142,1920,1,Nomadic,,mcconnel1930; mcconnel1934; mcconnel1940; needham1962; thomson1935; thomson1936
Id7,Murriny Patha,,-14,130,1940,1,Nomadic,,falkenberg1962
Id8,Tasmanians (northwestern),,-42,146,1830,1,Nomadic,,roth1890
Id9,Ngiyambaa,,-32,146,1910,1,Nomadic,,howitt1904; radcliffebrown1923
Ie1,Mee,,-4,136,1950,7,Villages/towns,,pospisil1958; pospisil1960; pospisil1963a; pospisil1963b
Ie10,Motu,,-9,147,1950,7,Villages/towns,,belshaw1957; groves1963; groves1964
Ie11,Kakoli,,-6,144,1950,5,Dispersed homesteads,,bowers1964
Ie12,Kwoma,,-4,142,1930,6,Hamlets,,whiting1941; whitingandreed1938
Ie13,Kiwai,,-9,143,1920,7,Villages/towns,,landtman1927
Ie14,Miriam,,-9.91,144.06,1900,7,Villages/towns,,haddon1908
Ie15,Abelam,,-3.79,143.09,1930,7,Villages/towns,,kaberry1941
Ie16,Kutubu,,-6,143,1940,7,Villages/towns,,williams194041
Ie17,Siane,,-6,145,1940,4,Impermanent,,salisbury1956; salisbury1962
Ie18,Kimam,,-7.52,138.46,1940,5,Dispersed homesteads,,serpenti1965
Ie19,Marind-Amin,,-8,139,1910,6,Hamlets,,vanbaal1966
Ie2,Wantoat,,-6.15,146.53,1920,7,Villages/towns,,schmitz1960
Ie20,Koita,,-9,147,1900,7,Villages/towns,,seligmann1910
Ie21,Mailu,,-10,149,1900,7,Villages/towns,,malinowski1916
Ie22,Mekeo,,-9,147,1900,7,Villages/towns,,belshaw1951; seligmann1910; williamson1913
Ie23,Muju,,-6,141,1950,5,Dispersed homesteads,,schoorl1957
Ie24,Koiari,,-9,148,1870,7,Villages/towns,,chalmers1890; lawes1879
Ie25,Mafulu,,-8,147,1920,6,Hamlets,,williamson1912
Ie26,Ngarawapum,,-6,146,1940,7,Villages/towns,,read1946; read1950
Ie27,Banaro,,-4.56,144.34,1910,6,Hamlets,,thurnwald1916
Ie28,Busama,,-6.69,147.26,1940,7,Villages/towns,,hogbin194647; hogbin1946b
Ie29,Manam,,-4.08,145.03,1930,6,Hamlets,,wedgwood1934; wedgwood1937
Ie3,Arapesh,,-4,144,1930,6,Hamlets,,mead1935; mead1937c; mead194049; mead1950a; mead1950b
Ie30,Mimika,,-4,135,1950,3,Semisedentary,,pouwer1955
Ie31,Fore,,-6,145,1950,6,Hamlets,,berndt1962
Ie32,Sio,,-6,147,1964,7,Villages/towns,,groves1934; harding1967
Ie33,Soromadja,,-2,138,1950,3,Semisedentary,,oosterwal1967
Ie34,Bgu,,-2.34,139.6,1960,NA,Missing data,,
Ie35,Iatmul,,-4,143,1930,7,Villages/towns,,bateson1932; bateson1936
Ie36,Samarokena,,-3,140,1950,NA,Missing data,,
Ie37,Star Mountain,,-5,141,1960,NA,Missing data,,
Ie38,Dani,,-4,139,1960,6,Hamlets,,heider1965; heider1967
Ie39,Elema,,-7.82,145.31,1920,7,Villages/towns,,williams1940
Ie4,Wogeo,,-3.24,144.1,1930,7,Villages/towns,,hogbin1935; hogbin193839; hogbin1943; hogbin1945; hogbin1946a; hogbin1946c
Ie5,Keraki,,-9,142,1930,3,Semisedentary,,williams1936
Ie6,Waropen,,-2.14,137.23,1930,7,Villages/towns,,held1947
Ie7,Enga,,-6,144,1950,5,Dispersed homesteads,,elkin1953; goodenough1953; meggitt1956; meggitt1958; meggitt1962b; meggitt1965a; meggitt1965b; meggitt1967
Ie8,Purari,,-7,145,1910,7,Villages/towns,,holmes1924; maher1961; maher1967; williams1924
Ie9,Orokaiva,,-9,148,1920,7,Villages/towns,,reay1953; waddellandkrinks1968; williams1928; williams1930
If1,Palauans,,7.45,134.54,1940,7,Villages/towns,,barnett1949; barnett1960; force1960; keate1788; kramer1929; kubary1873; kubary1900; murdocketal1944b; semper1873
If10,Nomoians,,6.89,152.74,1940,NA,Missing data,,
If11,Kosraeans,,5.31,162.98,1860,5,Dispersed homesteads,,sarfert1919
If12,Bikinians,,11.7,165.29,1940,7,Villages/towns,,mason1954
If13,Nauruans,,-0.53,166.92,1900,5,Dispersed homesteads,,hambruch191415; stephen1936; wedgwood1936
If14,Makin,,3.38,172.99,1890,8,Complex permanent,,finsch1893; grimble1921; kramer1906:253-315; lambert1963; lambert1964; lambert1968; lambert1970a; lambert1970b
If15,Carolinians,,15.21,145.76,1930,6,Hamlets,,josephandmurray1951; spehr1954
If16,Lamotrek,,7.46,146.38,1960,5,Dispersed homesteads,,alkire1965
If17,Marshallese - Jaluit atoll,,6.28,169.49,1900,5,Dispersed homesteads,,erdland1914; spoehr1949
If2,Trukese,,7.34,151.6,1940,6,Hamlets,,bollig1927; fischer1950; gladwinandsarason1953; goodenough1949; goodenough1969; lebar1964; murdocketal1944a
If3,Majuro,,7.09,171.13,1940,6,Hamlets,,spoehr1949
If4,Ifaluk,,7.25,144.46,1940,7,Villages/towns,,burrows1949; burrowsandspiro1953; damm1938; spiro1949
If5,Ponapeans,,6.88,158.22,1910,5,Dispersed homesteads,,bascom1965; hambruch193236; riesenberg1949
If6,Yapese,,9.55,138.13,1910,5,Dispersed homesteads,,huntetal1949; muller1917; murdocketal1944b; salesius1906; schneider1953; schneider1957c; schneider1962; schneidernd; senfft1903; tetens1958; tetensandkubary1873
If7,Gilbert Onotoa,,-1.47,175.06,1940,7,Villages/towns,,goodenough1951b; goodenough1955; knudson1965; lundsgaarde1966
If8,Chamorro,,15.13,145.71,1950,7,Villages/towns,,josephandmurray1951; spoehr1954
If9,Ulithians,,10.02,139.79,1900,7,Villages/towns,,lessa1950; william1966
Ig1,Siuai,,-6,155,1940,6,Hamlets,,oliver1949; oliver1955
Ig10,Usiai,,-2,147,1950,7,Villages/towns,,schwartz1964
Ig11,Rossel Islanders,,-11.36,154.14,1920,7,Villages/towns,,armstrong1928
Ig12,Choiseulese,,-6.69,156.52,1900,6,Hamlets,,scheffler1965
Ig13,Aua,,-1.74,142.85,1900,7,Villages/towns,,hambruch1907; pittrivers1925
Ig14,Dahuni,,-10.41,149.91,1900,6,Hamlets,,belshaw1955; seligman1910
Ig15,Bakovi,,-5.42,150.05,1950,NA,Missing data,,
Ig16,Bwaidoga,,-9.44,150.33,1950,NA,Missing data,,
Ig17,Kombe,,-4.67,149.53,1950,NA,Missing data,,
Ig18,Kwaio,,-9,161,1960,NA,Missing data,,
Ig19,Molima,,-10,151,1950,NA,Missing data,,
Ig2,Trobriands,,-8.43,151.09,1910,7,Villages/towns,,fathauer1954a; malinowski1921; malinowski1922; malinowski1926; malinowski1927; malinowski1929; malinowski1935; powell1960; silas1926; uburoi1962
Ig20,Kaoka,,-9.49,159.82,1920,6,Hamlets,,hogbin1965
Ig21,Tangu,,-3.38,153.31,1930,5,Dispersed homesteads,,bell1934; bell1938
Ig3,Kurtatchi,,-5.6,154.91,1930,6,Hamlets,,blackwood1935
Ig4,Lesu,,-3.06,151.66,1930,6,Hamlets,,powdermaker1931a; powdermaker1931b; powdermaker1932; powdermaker1933
Ig5,Dobuans,,-10,151,1920,7,Villages/towns,,fortune1932b
Ig6,Ulawans,,-9.63,161.44,1900,6,Hamlets,,ivens1927
Ig7,Lakalai,,-5.5,150.81,1950,6,Hamlets,,chowning1957; goodenough1962
Ig8,Simboese,,-8,157,1910,NA,Missing data,,
Ig9,Manus,,-2,147,1920,7,Villages/towns,,fortune1935; mead1930a; mead1930b; mead1932a; mead1934; mead1937b; mead1969
Ih1,Mota,,-13.84,167.7,1890,7,Villages/towns,,codrington1891; rivers1914a
Ih10,Tannese,,-19.6,169.44,1920,7,Villages/towns,,humphreys1926
Ih11,Epi,,-16.61,168.17,1920,NA,Missing data,,
Ih12,Eromangans,,-18.85,169.16,1920,NA,Missing data,,
Ih13,Ranon,,-16.18,168.15,1920,NA,Missing data,,
Ih14,Mbau Fijians,,-17.81,178.32,1840,7,Villages/towns,,deane1921; ross1953; spencer1941; thomson1908; tippett1968; toganivalu1917; tonganivalu1911; waterhouse1866; williams1884
Ih2,Seniang,,-16.51,167.47,1930,7,Villages/towns,,deacon1934
Ih3,Bunlap,,-15.95,168.22,1950,7,Villages/towns,,lane1956; lane1965; laneandlane1957
Ih4,Lau,,-17.74,-179.31,1920,7,Villages/towns,,geddes1946; hocart1929; quain1948; thompson1940a; thompson1940b
